,Car Model,Year,Kilometers Driven,Fuel Type,Transmission Type,Price
2387,Maruti Alto 800,2013,85194.0,Petrol,Manual,212099.0
2388,Toyota Etios,2012,49368.0,Petrol,Manual,418199.0
2389,Volkswagen Polo,2015,56017.0,Diesel,Manual,464699.0
2390,Maruti Baleno,2016,41145.0,Petrol,Manual,542599.0
2391,MG HECTOR,2021,7544.0,Petrol,Manual,1517499.0
2392,Maruti Swift Dzire,2013,154254.0,Petrol,Manual,384599.0
2393,Maruti Vitara Brezza,2018,58556.0,Diesel,Automatic,865099.0
2394,Hyundai Verna,2018,21059.0,Petrol,Manual,8.55
2395,Hyundai Grand i10,2018,20984.0,Petrol,Manual,5.32
2396,Honda WR-V,2017,79181.0,Diesel,Manual,8.18
2397,Honda Jazz,2016,33019.0,Petrol,Manual,5.85
2398,Hyundai Creta,2017,95729.0,Petrol,Manual,9.31
2399,Tata Nexon,2018,41953.0,Diesel,Manual,8.47
2400,Hyundai Creta,2016,28594.0,Petrol,Manual,9.55
2401,Hyundai Creta,2017,35438.0,Petrol,Manual,8.85
2402,Hyundai Creta,2019,6993.0,Petrol,Manual,12.33
2403,Nissan Kicks,2019,45626.0,Diesel,Manual,10.1
2404,Hyundai Verna,2018,47307.0,Petrol,Manual,8.67
2405,Honda Jazz,2016,80488.0,Petrol,Manual,5.1
2406,MG Hector,2021,18012.0,Petrol,Automatic,19.39
2407,Hyundai Creta,2017,39997.0,Petrol,Manual,10.12
2408,Maruti Ciaz S,2018,31723.0,Petrol,Manual,8.26
2409,Hyundai Verna,2016,83838.0,Diesel,Manual,6.9
2410,Hyundai Grand i10 Nios,2020,7619.0,Petrol,Manual,7.16
2411,Hyundai Grand i10,2016,49472.0,Petrol,Manual,4.83
2412,Toyota Innova Crysta,2019,116000.0,Diesel,Manual,19.75
2413,Jaguar XJ,2012,15000.0,Diesel,Automatic,39.0
2414,Maruti Baleno,2016,71474.0,Petrol,Manual,6.14
2415,Hyundai Creta,2017,49820.0,Diesel,Manual,10.96
2416,Honda City,2014,33305.0,Petrol,Manual,6.1
2417,Tata Nexon,2018,28162.0,Petrol,Automatic,8.9
2418,Hyundai Grand i10,2019,34094.0,Petrol,Manual,5.45
2419,Tata Tiago,2021,11162.0,Petrol,Manual,6.7
2420,Maruti Alto K10,2017,31199.0,Petrol,Manual,3.55
2421,Hyundai Xcent,2015,77397.0,Petrol,Manual,4.78
2422,Maruti Alto 800,2021,4802.0,Petrol,Manual,4.15
2423,Tata Tiago,2019,59753.0,Petrol,Automatic,5.23
2424,Hyundai Creta,2016,33953.0,Petrol,Manual,9.1
2425,Honda Jazz,2017,48339.0,Petrol,Automatic,7.2
2426,Toyota Yaris,2019,27924.0,Petrol,Automatic,9.6
2427,Hyundai i20 Active,2016,81263.0,Petrol,Manual,5.86
2428,Hyundai i20,2016,91244.0,Diesel,Manual,6.17
2429,Hyundai Creta,2016,38290.0,Diesel,Manual,10.4
2430,Hyundai Alcazar,2021,9515.0,Petrol,Automatic,20.8
2431,Renault KWID,2020,13278.0,Petrol,Manual,4.56
2432,Maruti Wagon R,2018,52164.0,Petrol,Automatic,4.67
2433,Honda City,2014,33410.0,Petrol,Manual,6.02
2434,Hyundai Grand i10,2017,28853.0,Petrol,Automatic,5.7
2435,Volkswagen Polo,2016,75740.0,Diesel,Manual,5.8
2436,Honda Jazz,2016,63758.0,Petrol,Automatic,5.4
2437,Datsun GO Plus,2020,9198.0,Petrol,Manual,5.43
2438,Renault Lodgy,2015,37638.0,Diesel,Manual,6.03
2439,Renault Duster,2016,57255.0,Petrol,Manual,6.25
2440,Hyundai Creta,2017,77940.0,Diesel,Manual,10.83
